,PORT_BEGIN,PORT_END,NUM_PORT
3147,肇庆（新港）,唐山,22
3342,营口,九江（顺德）,22
3444,营口,长兴,22
3471,董家口,汕头,22
3540,蚌埠,贵港,22
3597,赤水,宁波,22
3667,连云港,赤水,22
3752,钦州,深圳（大铲湾）,22
3794,铁山,武汉,22
3921,锦州,茂名水东,22
4385,黄骅,北海,22
4409,黄骅,梧州（李家庄）,22
4495,龙通,日照,22
128,中山,上海,21
136,中山,太仓,21
234,乍浦,汕头,21
265,乐平,新港,21
316,云浮,烟台,21
424,南庄,淮安,21
472,南沙,洋浦港,21
554,厦门,南京,21
559,厦门,台山,21
804,四会,海口,21
913,大连,虎门,21
943,太仓,新会新港,21
974,如皋,深圳（大铲湾）,21
984,威海,四会,21
1121,安庆,虎门,21
1161,宜宾,宜昌,21
1213,宜昌,泸州,21
1296,小塘西,宁波,21
1315,小榄,宁波,21
1509,张家港,大连,21
1759,新港,珠海（高栏）,21
1820,日照,小塘,21
1848,日照,肇庆（三榕）,21
1910,曹妃甸,黄埔旧港,21
2104,江门亚太,连云港,21
2113,江阴,南沙,21
2256,泰州,营口,21
2543,湛江,常州,21
2683,烟台,云浮,21
2705,烟台,张家港,21
2957,福清,青岛,21
2992,秦皇岛,博罗,21
3133,肇庆（三榕）,烟台,21
3224,茂名水东,宜兴,21
3241,茂名水东,防城,21
3255,荆州,外沙,21
3374,营口,小榄,21
3645,连云港,梧州（李家庄）,21
3657,连云港,石龙,21
3732,钦州,宁德,21
3861,锦州,如皋,21
3964,镇江,泉州,21
4072,阳江,锦州,21
4190,顺德新港,马尾,21
4264,高明,小铲滩,21
4501,龙通,烟台,21
81,上海,宜宾,20
143,中山,曹妃甸,20
297,九江（理文）,东莞理文,20
377,南京,湛江,20
444,南昌,太仓,20
488,南通,大连,20
589,厦门,深圳（大铲湾）,20
702,呼和浩特,上海,20
802,四会,泉州,20
825,四会永泰,烟台,20
908,大连,福清,20
912,大连,荆州,20
1080,宁波,茂名水东,20
1091,宁波,顺德新港,20
1116,安庆,烟台,20
1148,宜兴,鹤山,20
1155,宜宾,南通,20
1441,常熟,厦门,20
1682,新会新港,海口,20
1715,新港,双水小冈,20
2012,武汉,南京,20
2120,江阴,小铲滩,20
2122,江阴,日照,20
2123,江阴,昆明,20
2148,池州,连云港,20
2171,泉州,太仓,20
2467,深圳（大铲湾）,曹妃甸,20
2674,潍坊,阳江,20
2804,白坭,烟台,20
2832,盘锦,日照,20
2844,盘锦,神湾,20
2923,福清,小塘,20
3005,秦皇岛,小塘西,20
3066,紫金村,太仓,20
3203,花都（炭步）,唐山,20
3236,茂名水东,荆州,20
3239,茂名水东,连云港,20
3298,荆州,黄埔旧港,20
3325,莱州,钦州,20
3503,虎门,新港,20
3551,贵港,南通,20
3562,贵港,徐州,20
3566,贵港,江阴,20
3661,连云港,花都巴江,20
3728,钦州,外沙,20
4001,长兴,虎门,20
4295,鱼珠,日照,20
4363,黄埔旧港,镇江,20
285,九江（江西）,新港,19
434,南庄,防城,19
459,南昌,青岛,19
535,博罗,秦皇岛,19
641,双水小冈,营口,19
694,合肥,珠海（高栏）,19
848,塘源,长兴,19
853,大丰,中山,19
1136,宜兴,泉州,19
1872,昆明,日照,19
2261,泰州,锦州,19
2643,漳州,黄埔旧港,19
2774,珠海（高栏）,秦皇岛,19
2947,福清,花都巴江,19
3229,茂名水东,泉州,19
3282,荆州,福清,19
3329,莱州,高明,19
3641,连云港,庙沙围,19
4250,马鞍山,鹤山,19
135,中山,大连,18
308,云浮,成都,18
371,南京,汕头,18
387,南京,营口,18
512,南通,重庆,18
518,南通,黄埔旧港,18
654,台山,唐山,18
709,呼和浩特,鱼珠,18
829,四会永泰,连云港,18
1005,宁德,上海,18
1019,宁德,江阴,18
1177,宜宾,烟台,18
1214,宜昌,海口,18
1252,宿迁,贵港,18
1381,岳阳,德清,18
1510,张家港,宁德,18
1540,徐州,乐平,18
1651,扬州,泸州,18
1748,新港,江阴,18
1859,日照,防城,18
1965,梧州（李家庄）,宿迁,18
2005,武汉,三埠,18
2340,海口,厦门,18
2351,海口,宜兴,18
2393,涪陵,中山,18
2398,涪陵,宁德,18
2516,清远清新,青岛,18
2611,漳州,武林,18
2662,潍坊,海口,18
2717,烟台,温州,18
2859,石岛,珠海（高栏）,18
2901,福清,中山,18
2938,福清,深圳（大铲湾）,18
3036,秦皇岛,肇庆（新港）,18
3436,营口,赣州,18
3505,虎门,武林,18
3514,虎门,营口,18
3615,连云港,三埠,18
3694,重庆,宁波,18
3862,锦州,威海,18
4082,青岛,丹东,18
4100,青岛,广浚东江口,18
4112,青岛,泸州,18
4155,顺乐,日照,18
4305,鱼珠,锦州,18
4340,鹤山,海口,18
4440,黄骅,阳江,18
4483,龙口,黄埔旧港,18
102,上海,珠海（高栏）,17
270,乐平,营口,17
318,云浮,连云港,17
390,南京,重庆,17
455,南昌,秦皇岛,17
581,厦门,曹妃甸,17
664,台山,泉州,17
735,唐山,庙沙围,17
1108,安庆,小榄,17
1635,扬州,三水,17
1711,新港,南通,17
2040,武汉,江阴,17
2170,泉州,大连,17
2175,泉州,宜兴,17
2216,泉州,防城,17
2421,淮安,大连,17
2480,深圳（大铲湾）,锦州,17
2490,清远清新,大连,17
2535,湛江,大连,17
2835,盘锦,江阴,17
2849,盘锦,重庆,17
2882,石龙,青岛,17
2883,石龙,黄骅,17
2906,福清,勒流,17
2991,秦皇岛,南通,17
2994,秦皇岛,双水小冈,17
3115,肇庆（三榕）,大连,17
3280,荆州,烟台,17
3452,营口,马鞍山,17
3490,虎门,乍浦,17
3511,虎门,烟台,17
3649,连云港,洋浦港,17
3665,连云港,虎门,17
3686,重庆,上海,17
3916,锦州,肇庆（三榕）,17
4040,防城,烟台,17
4218,马尾,海口,17
4292,鱼珠,宁波,17
14,三埠,唐山,16
232,乍浦,新港,16
602,厦门,虎门,16
625,双水小冈,南京,16
676,台山,锦州,16
748,唐山,温州,16
882,大连,太仓,16
895,大连,武汉,16
953,太仓,石龙,16
1054,宁波,小塘,16
1083,宁波,贵港,16
1270,寿光,漳州,16
1746,新港,武汉,16
1767,新港,肇庆（新港）,16
1782,新港,防城,16
1874,昆明,连云港,16
1888,曹妃甸,宁波,16
1916,李锦记,日照,16
1930,柳州武宣,日照,16
1945,桂平新龙,日照,16
1957,梧州（李家庄）,唐山,16
2023,武汉,太仓,16
2083,汕头,锦州,16
2205,泉州,荆州,16
2232,泰州,厦门,16
2236,泰州,宜宾,16
2305,泸州,茂名水东,16
2462,深圳（大铲湾）,常州,16
2473,深圳（大铲湾）,温州,16
2605,漳州,成都,16
2613,漳州,泸州,16
2872,石龙,洋浦港,16
2929,福清,新会新港,16
3002,秦皇岛,宁德,16
3007,秦皇岛,小铲滩,16
3030,秦皇岛,白坭,16
3150,肇庆（新港）,海口,16
3408,营口,淮安,16
3457,营口,鹤山,16
3593,赤水,唐山,16
3692,重庆,大连,16
3795,铁山,汕头,16
3844,锦州,南庄,16
4002,长兴,重庆,16
4137,青岛,阳江,16
4189,顺德新港,青岛,16
4304,鱼珠,钦州,16
4449,黄骅,龙通,16
4463,龙口,汕头,16
4485,龙通,上海,16
4508,龙通,马尾,16
127,东莞海腾,连云港,15
166,丹东,嘉兴,15
287,九江（江西）,海口,15
346,北海,潍坊,15
379,南京,漳州,15
408,南庄,安庆,15
480,南沙,锦州,15
527,博罗,小铲滩,15
533,博罗,海口,15
637,双水小冈,江阴,15
647,双水小冈,青岛,15
779,嘉兴,泸州,15
793,四会,大连,15
900,大连,海口,15
954,太仓,福清,15
980,威海,东江仓,15
1073,宁波,珠海（高栏）,15
1313,小榄,大连,15
1523,张家港,珠海（高栏）,15
1652,扬州,海口,15
1665,扬州,重庆,15
1796,日照,三埠,15
1834,日照,洋浦港,15
1936,柳州武宣,营口,15
1985,梧州（李家庄）,秦皇岛,15
2020,武汉,四会,15
2147,池州,营口,15
2242,泰州,武汉,15
2249,泰州,湛江,15
2576,湛江海安,泉州,15
2663,潍坊,深圳（大铲湾）,15
2709,烟台,梧州（李家庄）,15
2784,珠海（高栏）,防城,15
2946,福清,肇庆（三榕）,15
3260,荆州,宁波,15
3299,莱州,三埠,15
3468,董家口,小铲滩,15
3499,虎门,小铲滩,15
3544,蚌埠,黄埔旧港,15
3654,连云港,漳州,15
3673,连云港,顺乐,15
3718,重庆,黄埔旧港,15
3891,锦州,梧州（李家庄）,15
3910,锦州,石龙,15
4036,防城,泰州,15
4176,顺德新港,宁波,15
4215,马尾,江阴,15
4333,鹏成,防城,15
4369,黄石,海口,15
105,上海,芜湖,14
167,丹东,四会永泰,14
175,丹东,岳阳,14
207,丹东,钦州,14
271,乐平,连云港,14
273,乐平,锦州,14
335,北海,厦门,14
357,南京,北海,14
362,南京,大连,14
405,南庄,太仓,14
450,南昌,泸州,14
632,双水小冈,小铲滩,14
814,四会,黄骅,14
820,四会永泰,泉州,14
855,大丰,博罗,14
858,大丰,成都,14
885,大连,宜昌,14
918,大连,长沙,14
990,威海,海口,14
1047,宁波,博罗,14
1107,安庆,大连,14
1316,小榄,小铲滩,14
1321,小榄,烟台,14
1443,常熟,大连,14
1447,常熟,泉州,14
1452,常熟,福清,14
1570,徐州,阳江,14
1585,德庆,江阴,14
1633,惠州,防城,14
1705,新港,勒流,14
1717,新港,合肥,14
1764,新港,紫金村,14
1939,柳州武宣,黄骅,14
1954,梧州（李家庄）,厦门,14
1981,梧州（李家庄）,温州,14
1984,梧州（李家庄）,福清,14
2134,江阴,茂名水东,14
2434,淮安,湛江,14
2574,湛江海安,宜昌,14
2685,烟台,南庄,14
2702,烟台,常州,14
2703,烟台,常德,14
2937,福清,淮安,14
2973,福鼎,海口,14
3037,秦皇岛,芜湖,14
3075,紫金村,扬州,14
3253,荆州,台山,14
3660,连云港,肇庆（新港）,14
3700,重庆,新港,14
3773,钦州,龙通,14
3816,铜陵,新港,14
3867,锦州,宜兴,14
4103,青岛,惠州,14
4165,顺乐,锦州,14
4179,顺德新港,日照,14
4180,顺德新港,泉州,14
4380,黄骅,乐从,14
4451,龙口,上海,14
8,三埠,万州,13
159,丹东,云浮,13
179,丹东,新会新港,13
205,丹东,贵港,13
228,乍浦,小铲滩,13
267,乐平,海口,13
396,南京,高明,13
506,南通,福清,13
730,唐山,宁德,13
759,唐山,芜湖,13
791,四会,合肥,13
932,太仓,中山,13
1049,宁波,双水小冈,13
1063,宁波,梧州（李家庄）,13
1105,安庆,云浮,13
1114,安庆,深圳（大铲湾）,13
1179,宜宾,福清,13
1279,小塘,宁波,13
1357,小铲滩,锦州,13
1368,岳阳,南京,13
1544,徐州,台山,13
1545,徐州,唐山,13
1549,徐州,小榄,13
1582,德庆,小铲滩,13
1681,新会新港,洋浦港,13
1735,新港,张家港,13
1780,新港,长兴,13
1804,日照,乐平,13
1933,柳州武宣,海口,13
1942,桂平新龙,外沙,13
2045,武汉,湛江,13
2059,武汉,铜陵,13
2102,江门亚太,烟台,13
2130,江阴,湛江,13
2141,江阴,锦州,13
2146,池州,泉州,13
2181,泉州,成都,13
2201,泉州,秦皇岛,13
2244,泰州,泉州,13
2303,泸州,绍兴,13
2487,清远清新,厦门,13
2509,清远清新,秦皇岛,13
2541,湛江,宿迁,13
2619,漳州,烟台,13
2732,烟台,贵港,13
2769,珠海（高栏）,泉州,13
2813,白坭,马尾,13
2896,神湾,防城,13
2919,福清,大连,13
3003,秦皇岛,宁波,13
3087,紫金村,福清,13
3141,肇庆（三榕）,重庆,13
3406,营口,海安,13
3539,蚌埠,虎门,13
3612,赤水,连云港,13
3616,连云港,三水,13
3632,连云港,台山,13
3652,连云港,清远清新,13
3944,锦州,鹤山,13
3982,长兴,厦门,13
4053,阳江,南京,13
4058,阳江,太仓,13
4095,青岛,小塘,13
4148,顺乐,南京,13
4247,马鞍山,重庆,13
4438,黄骅,铜陵,13
4446,黄骅,鸦岗,13
4467,龙口,深圳（大铲湾）,13
15,三埠,太仓,12
36,三埠,锦州,12
190,丹东,海口,12
247,乍浦,顺德新港,12
281,九江（江西）,大连,12
380,南京,烟台,12
419,南庄,泉州,12
438,南昌,万州,12
553,厦门,北海,12
555,厦门,南庄,12
556,厦门,南沙,12
608,厦门,锦州,12
617,厦门,鱼珠,12
626,双水小冈,南通,12
668,台山,淮安,12
739,唐山,梧州（李家庄）,12
742,唐山,汕头,12
832,四会永泰,青岛,12
1015,宁德,成都,12
1086,宁波,铁山,12
1195,宜昌,嘉兴,12
1236,宿迁,厦门,12
1280,小塘,小铲滩,12
1325,小榄,锦州,12
1471,广利港,漳州,12
1525,张家港,荆州,12
1543,徐州,厦门,12
1932,柳州武宣,泰州,12
1938,柳州武宣,青岛,12
1959,梧州（李家庄）,大麦屿,12
1970,梧州（李家庄）,徐州,12
2245,泰州,泸州,12
2286,泸州,宁波,12
2364,海口,温州,12
2420,淮安,四会,12
2534,湛江,外沙,12
2612,漳州,武汉,12
2652,潍坊,宁波,12
2751,珠海（高栏）,云浮,12
2935,福清,洋浦港,12
2958,福清,顺乐,12
2963,福清,鹏成,12
2987,秦皇岛,北海,12
3126,肇庆（三榕）,曹妃甸,12
3143,肇庆（三榕）,防城,12
3231,茂名水东,漳州,12
3283,荆州,福鼎,12
3309,莱州,小塘,12
3389,营口,新会,12
3467,董家口,小榄,12
3556,贵港,大连,12
3574,贵港,烟台,12
3625,连云港,北海,12
3687,重庆,东洲,12
3709,重庆,福清,12
3841,锦州,云浮,12
3906,锦州,潍坊,12
3986,长兴,小铲滩,12
3993,长兴,湛江,12
4025,防城,威海,12
4113,青岛,洋浦港,12
4135,青岛,长沙,12
4181,顺德新港,洋浦港,12
4430,黄骅,花都巴江,12
4488,龙通,大连,12
4492,龙通,徐州,12
53,三水,泉州,11
64,三水,重庆,11
79,上海,四会,11
112,上海,锦州,11
113,上海,长沙,11
148,中山,烟台,11
169,丹东,宁波,11
320,云浮,锦州,11
367,南京,惠州,11
404,南庄,大连,11
432,南庄,重庆,11
501,南通,湛江,11
513,南通,钦州,11
514,南通,锦州,11
588,厦门,淮安,11
635,双水小冈,日照,11
724,唐山,厦门,11
798,四会,小铲滩,11
822,四会永泰,海口,11
916,大连,钦州,11
927,大连,龙通,11
1042,宁波,云浮,11
1055,宁波,小塘西,11
1056,宁波,小榄,11
1193,宜昌,南通,11
1207,宜昌,德清,11
1231,宿迁,中山,11
1362,小铲滩,鱼珠,11
1372,岳阳,四会,11
1425,常德,三埠,11
1504,张家港,中山,11
1532,张家港,阳江,11
1552,徐州,新会新港,11
1580,德庆,宁波,11
1586,德庆,泉州,11
1593,德庆,营口,11
1637,扬州,勒流,11
1884,曹妃甸,南沙,11
1904,曹妃甸,赤水,11
2014,武汉,南沙,11
2173,泉州,威海,11
2228,泰州,丹东,11
2293,泸州,武汉,11
2294,泸州,汕头,11
2312,泸州,马尾,11
2438,淮安,营口,11
2517,清远清新,马尾,11
2524,湛江,上海,11
2635,漳州,锦州,11
2641,漳州,高明,11
2721,烟台,珠海（高栏）,11
2731,烟台,虎门,11
2770,珠海（高栏）,洋浦港,11
2824,盘锦,太仓,11
2925,福清,小榄,11
2981,秦皇岛,东江仓,11
2988,秦皇岛,南京,11
2995,秦皇岛,台山,11
3042,秦皇岛,重庆,11
3050,秦皇岛,马尾,11
3086,紫金村,烟台,11
3159,芜湖,厦门,11
3162,芜湖,新会新港,11
3176,芜湖,顺德新港,11
3198,花都巴江,锦州,11
3258,荆州,太仓,11
3337,营口,乌冲口,11
3343,营口,云浮,11
3360,营口,塘源,11
3552,贵港,厦门,11
3575,贵港,福清,11
3631,连云港,双水小冈,11
3745,钦州,汕头,11
3848,锦州,南鲲,11
3994,长兴,湛江海安,11
4116,青岛,清远清新,11
4128,青岛,茂名水东,11
4238,马鞍山,厦门,11
4276,高明,烟台,11
4326,鹏成,上海,11
4359,黄埔旧港,芜湖,11
4376,黄骅,上海,11
13,三埠,合肥,10
70,上海,三水,10
93,上海,汕头,10
177,丹东,德清,10
222,乍浦,博罗,10
248,乍浦,高明,10
263,乐平,小铲滩,10
279,九江（江西）,云浮,10
384,南京,秦皇岛,10
402,南庄,合肥,10
467,南沙,小铲滩,10
499,南通,海口,10
530,博罗,曹妃甸,10
627,双水小冈,唐山,10
687,合肥,新港,10
693,合肥,烟台,10
805,四会,烟台,10
817,四会永泰,小铲滩,10
836,塘源,太仓,10
854,大丰,南沙,10
860,大丰,汕头,10
903,大连,温州,10
1036,宁波,三埠,10
1040,宁波,乐平,10
1111,安庆,汕头,10
1159,宜宾,宁波,10
1174,宜宾,海安,10
1180,宜宾,芜湖,10
1198,宜昌,太仓,10
1202,宜昌,宜宾,10
1345,小铲滩,扬州,10
1396,岳阳,青岛,10
1434,常德,营口,10
1438,常德,鹤山,10
1442,常熟,双水小冈,10
1658,扬州,盘锦,10
1673,新会新港,大连,10
1699,新港,乍浦,10
1808,日照,北海,10
1812,日照,博罗,10
1830,日照,武汉,10
1943,桂平新龙,宁波,10
1978,梧州（李家庄）,洋浦港,10
2015,武汉,南通,10
2021,武汉,外沙,10
2042,武汉,泰州,10
2081,汕头,重庆,10
2151,泉州,万州,10
2243,泰州,汕头,10
2246,泰州,海口,10
2251,泰州,珠海（高栏）,10
2269,泸州,三埠,10
2283,泸州,大连,10
2339,海口,南通,10
2372,海口,重庆,10
2403,涪陵,泉州,10
2406,涪陵,珠海（高栏）,10
2445,淮安,阳江,10
2578,漳州,三水,10
2638,漳州,青岛,10
2664,潍坊,湛江,10
2678,烟台,三水,10
2771,珠海（高栏）,海口,10
2789,白坭,合肥,10
2792,白坭,太仓,10
2799,白坭,日照,10
2827,盘锦,小塘,10
2875,石龙,烟台,10
2907,福清,北海,10
2983,秦皇岛,中山,10
3040,秦皇岛,虎门,10
3102,绍兴,烟台,10
3152,肇庆（新港）,连云港,10
3172,芜湖,铁山,10
3186,花都巴江,小铲滩,10
3209,花都（炭步）,洋浦港,10
3305,莱州,厦门,10
3310,莱州,惠州,10
3407,营口,涪陵,10
3473,董家口,海口,10
3504,虎门,曹妃甸,10
3509,虎门,洋浦港,10
3685,鄂尔多斯,漳州,10
3758,钦州,福清,10
3898,锦州,泸州,10
3949,镇江,三水,10
3977,镇江,锦州,10
4069,阳江,福清,10
4121,青岛,白坭,10
4122,青岛,石龙,10
4170,顺德新港,南京,10
4220,马尾,深圳（大铲湾）,10
4317,鸦岗,海口,10
4362,黄埔旧港,锦州,10
4406,黄骅,德清,10
4505,龙通,锦州,10
4510,龙门,湛江,10
1,万州,德清,9
95,上海,泸州,9
98,上海,深圳（大铲湾）,9
355,南京,中山,9
440,南昌,丹东,9
475,南沙,秦皇岛,9
578,厦门,新会新港,9
611,厦门,防城,9
682,合肥,中山,9
707,呼和浩特,福清,9
710,唐山,三埠,9
734,唐山,岳阳,9
773,唐山,顺德新港,9
888,大连,小铲滩,9
998,威海,钦州,9
1050,宁波,台山,9
1261,寿光,厦门,9
1410,常州,海口,9
1412,常州,漳州,9
1423,常州,黄埔旧港,9
1433,常德,海口,9
1594,德庆,连云港,9
1675,新会新港,宁波,9
1684,新会新港,秦皇岛,9
1718,新港,嘉兴,9
1721,新港,外沙,9
1787,新港,马鞍山,9
1815,日照,台山,9
1873,昆明,烟台,9
1882,曹妃甸,九江（顺德）,9
1975,梧州（李家庄）,江阴,9
2018,武汉,台山,9
2024,武汉,如皋,9
2071,汕头,南通,9
2072,汕头,威海,9
2087,汕头,黄骅,9
2179,泉州,张家港,9
2208,泉州,贵港,9
2309,泸州,锦州,9
2310,泸州,青岛,9
2432,淮安,海口,9
2435,淮安,珠海（高栏）,9
2457,深圳（大铲湾）,大连,9
2500,清远清新,江阴,9
2572,湛江海安,宁波,9
2633,漳州,钦州,9
2796,白坭,小铲滩,9
2802,白坭,洋浦港,9
2891,神湾,海口,9
2915,福清,唐山,9
2928,福清,惠州,9
2940,福清,烟台,9
3025,秦皇岛,温州,9
3039,秦皇岛,花都（炭步）,9
3046,秦皇岛,防城,9
3069,紫金村,寿光,9
3265,荆州,德清,9
3531,蚌埠,汕头,9
3624,连云港,云浮,9
3810,铁山,鱼珠,9
3900,锦州,淮安,9
4067,阳江,温州,9
4074,阳江,青岛,9
4260,高明,大连,9
4300,鱼珠,福清,9
4355,黄埔旧港,洋浦港,9
4407,黄骅,惠州,9
4462,龙口,梧州（李家庄）,9
29,三埠,烟台,8
73,上海,云浮,8
129,中山,乍浦,8
139,中山,小铲滩,8
195,丹东,漳州,8
242,乍浦,茂名水东,8
356,南京,云浮,8
374,南京,泸州,8
393,南京,锦州,8
575,厦门,徐州,8
596,厦门,秦皇岛,8
600,厦门,茂名水东,8
695,合肥,白坭,8
827,四会永泰,秦皇岛,8
837,塘源,宁波,8
950,太仓,湛江,8
964,如皋,勒流,8
976,如皋,营口,8
1037,宁波,三水,8
1090,宁波,顺乐,8
1142,宜兴,虎门,8
1149,宜兴,黄埔旧港,8
1172,宜宾,泰州,8
1230,宿迁,三埠,8
1299,小塘西,日照,8
1364,小铲滩,黄骅,8
1393,岳阳,锦州,8
1418,常州,虎门,8
1429,常德,小榄,8
1564,徐州,肇庆（三榕）,8
1597,德清,丹东,8
1598,德清,厦门,8
1615,惠州,唐山,8
1627,惠州,营口,8
1642,扬州,大连,8
1669,扬州,马尾,8
1736,新港,德庆,8
1918,李锦记,连云港,8
1920,柳州武宣,乍浦,8
1928,柳州武宣,扬州,8
1988,梧州（李家庄）,蚌埠,8
1999,武林,外沙,8
2035,武汉,惠州,8
2068,武汉,鹤山,8
2138,江阴,重庆,8
2152,泉州,三埠,8
2217,泉州,阳江,8
2221,泉州,鸦岗,8
2336,海口,南京,8
2426,淮安,成都,8
2436,淮安,石龙,8
2492,清远清新,宁德,8
2495,清远清新,宿迁,8
2671,潍坊,赤水,8
2684,烟台,勒流,8
2692,烟台,台山,8
2755,珠海（高栏）,厦门,8
2829,盘锦,扬州,8
2833,盘锦,武汉,8
2850,盘锦,阳江,8
2874,石龙,海安,8
3012,秦皇岛,扬州,8
3068,紫金村,宿迁,8
3090,紫金村,蚌埠,8
3179,芜湖,黄埔旧港,8
3211,花都（炭步）,烟台,8
3235,茂名水东,茂名水东,8
3510,虎门,海口,8
3533,蚌埠,海口,8
3589,赣州,海口,8
3605,赤水,泉州,8
3606,赤水,洋浦港,8
3712,重庆,莱州,8
3799,铁山,温州,8
3820,铜陵,烟台,8
3831,铜陵,黄埔旧港,8
3932,锦州,铜陵,8
3971,镇江,肇庆（三榕）,8
3999,长兴,茂名水东,8
4042,防城,荆州,8
4083,青岛,乐从,8
4085,青岛,九江（江西）,8
4092,青岛,太仓,8
4096,青岛,小塘西,8
4099,青岛,常德,8
4207,马尾,小塘,8
4226,马尾,重庆,8
4246,马鞍山,虎门,8
4349,黄埔旧港,南通,8
4354,黄埔旧港,泰州,8
4367,黄石,大连,8
4377,黄骅,东江仓,8
4426,黄骅,福清,8
4458,龙口,宁波,8
4468,龙口,湛江,8
4484,龙口,龙通,8
10,三埠,九江（江西）,7
25,三埠,泉州,7
49,三水,日照,7
72,上海,九江（江西）,7
85,上海,小铲滩,7
106,上海,荆州,7
130,中山,南京,7
147,中山,海口,7
251,乍浦,龙通,7
288,九江（江西）,湛江,7
417,南庄,江阴,7
436,南庄,马尾,7
496,南通,汕头,7
525,博罗,太仓,7
569,厦门,小塘,7
593,厦门,珠海洪湾,7
655,台山,太仓,7
725,唐山,双水小冈,7
731,唐山,宁波,7
762,唐山,茂名水东,7
794,四会,太仓,7
799,四会,扬州,7
824,四会永泰,淮安,7
831,四会永泰,防城,7
879,大连,双水小冈,7
897,大连,江阴,7
986,威海,小铲滩,7
1048,宁波,厦门,7
1077,宁波,肇庆（新港）,7
1089,宁波,阳江,7
1176,宜宾,温州,7
1184,宜宾,连云港,7
1189,宜宾,鹤山,7
1204,宜昌,小铲滩,7
1215,宜昌,海安,7
1240,宿迁,新会新港,7
1245,宿迁,湛江,7
1257,宿迁,黄埔旧港,7
1300,小塘西,洋浦港,7
1376,岳阳,宁波,7
1463,广利港,厦门,7
1548,徐州,大连,7
1559,徐州,漳州,7
1560,徐州,珠海（高栏）,7
1587,德庆,洋浦港,7
1654,扬州,湛江,7
1800,日照,东莞海腾,7
1826,日照,李锦记,7
1901,曹妃甸,茂名水东,7
1952,梧州（李家庄）,南京,7
2006,武汉,三水,7
2027,武汉,宁波,7
2029,武汉,小榄,7
2037,武汉,新港,7
2160,泉州,北海,7
2204,泉州,茂名水东,7
2282,泸州,外沙,7
2313,泸州,鹤山,7
2598,漳州,安庆,7
2607,漳州,新会新港,7
2666,潍坊,福清,7
2682,烟台,九江（顺德）,7
2741,烟台,鸦岗,7
2820,盘锦,南通,7
2834,盘锦,汕头,7
2858,石岛,湛江,7
2873,石龙,海口,7
2914,福清,台山,7
2971,福鼎,新港,7
3078,紫金村,江阴,7
3160,芜湖,大连,7
3175,芜湖,顺乐,7
3208,花都（炭步）,泉州,7
3216,花都（炭步）,防城,7
3272,荆州,泰州,7
3287,荆州,虎门,7
3314,莱州,漳州,7
3379,营口,常熟,7
3464,董家口,南沙,7
3487,董家口,龙通,7
3568,贵港,泉州,7
3701,重庆,武汉,7
3729,钦州,大连,7
4019,防城,南京,7
4039,防城,淮安,7
4050,防城,龙通,7
4150,顺乐,大连,7
4168,顺乐,青岛,7
4228,马尾,锦州,7
4273,高明,洋浦港,7
4285,高明,青岛,7
4293,鱼珠,小铲滩,7
4328,鹏成,海口,7
4365,黄石,南通,7
4507,龙通,青岛,7
78,上海,合肥,6
104,上海,福清,6
118,上海,黄石,6
126,东莞海腾,秦皇岛,6
201,丹东,花都巴江,6
220,乍浦,勒流,6
224,乍浦,台山,6
225,乍浦,大连,6
239,乍浦,珠海（高栏）,6
256,乐从,烟台,6
302,云浮,唐山,6
391,南京,钦州,6
401,南庄,厦门,6
452,南昌,深圳（大铲湾）,6
495,南通,武汉,6
540,博罗,长兴,6
545,厦门,东江仓,6
594,厦门,珠海（高栏）,6
620,厦门,黄埔旧港,6
646,双水小冈,防城,6
658,台山,安庆,6
688,合肥,梧州（李家庄）,6
698,合肥,贵港,6
743,唐山,江阴,6
753,唐山,白坭,6
788,嘉兴,青岛,6
859,大丰,梧州（李家庄）,6
910,大连,花都巴江,6
920,大连,青岛,6
936,太仓,厦门,6
1004,宁德,三水,6
1008,宁德,南沙,6
1064,宁波,武林,6
1070,宁波,潍坊,6
1072,宁波,珠海洪湾,6
1133,宜兴,小铲滩,6
1147,宜兴,马尾,6
1154,宜宾,南京,6
1188,宜宾,马尾,6
1196,宜昌,外沙,6
1225,宜昌,重庆,6
1286,小塘,秦皇岛,6
1304,小塘西,芜湖,6
1384,岳阳,江阴,6
1401,常州,云浮,6
1478,广利港,鸦岗,6
1501,张家口,马尾,6
1513,张家港,惠州,6
1531,张家港,长沙,6
1546,徐州,四会,6
1640,扬州,唐山,6
1679,新会新港,泉州,6
1688,新会新港,锦州,6
1706,新港,北海,6
1765,新港,绍兴,6
1774,新港,赣州,6
1821,日照,小塘西,6
1849,日照,肇庆（新港）,6
1924,柳州武宣,唐山,6
1968,梧州（李家庄）,常州,6
1971,梧州（李家庄）,扬州,6
1980,梧州（李家庄）,淮安,6
2001,武林,小铲滩,6
2013,武汉,南庄,6
2049,武汉,盘锦,6
2114,江阴,厦门,6
2128,江阴,海口,6
2169,泉州,四会永泰,6
2225,泉州,龙通,6
2260,泰州,钦州,6
2270,泸州,三水,6
2304,泸州,芜湖,6
2333,海口,上海,6
2342,海口,嘉兴,6
2347,海口,如皋,6
2387,海安,惠州,6
2397,涪陵,太仓,6
2401,涪陵,新港,6
2444,淮安,长沙,6
2582,漳州,乐平,6
2601,漳州,小塘西,6
2616,漳州,深圳（大铲湾）,6
2627,漳州,茂名水东,6
2648,潍坊,中山,6
