,PORT_BEGIN,PORT_END,NUM_PORT
2689,烟台,博罗,6
2695,烟台,宁德,6
2729,烟台,茂名水东,6
2776,珠海（高栏）,营口,6
2866,石龙,徐州,6
2890,神湾,日照,6
2903,福清,乐从,6
2908,福清,南京,6
2931,福清,桂平新龙,6
2974,福鼎,珠海（高栏）,6
2996,秦皇岛,合肥,6
3015,秦皇岛,无锡,6
3028,秦皇岛,珠海洪湾,6
3034,秦皇岛,绍兴,6
3047,秦皇岛,阳江,6
3062,紫金村,厦门,6
3122,肇庆（三榕）,成都,6
3151,肇庆（新港）,营口,6
3165,芜湖,海口,6
3202,花都（炭步）,万州,6
3270,荆州,江阴,6
3281,荆州,石龙,6
3288,荆州,贵港,6
3304,莱州,南沙,6
3335,营口,东莞海腾,6
3362,营口,大麦屿,6
3433,营口,衡阳,6
3537,蚌埠,茂名水东,6
3560,贵港,常州,6
3582,贵港,镇江,6
3603,赤水,江阴,6
3633,连云港,四会,6
3690,重庆,厦门,6
3697,重庆,岳阳,6
3710,重庆,绍兴,6
3781,铁山,厦门,6
3815,铜陵,小铲滩,6
3821,铜陵,珠海（高栏）,6
3877,锦州,常德,6
3953,镇江,南沙,6
3990,长兴,泉州,6
3997,长兴,石龙,6
4005,长兴,阳江,6
4020,防城,南通,6
4063,阳江,日照,6
4198,马尾,南通,6
4214,马尾,桂平新龙,6
4235,马鞍山,三埠,6
4242,马鞍山,深圳（大铲湾）,6
4249,马鞍山,马尾,6
4284,高明,防城,6
4319,鸦岗,烟台,6
4329,鹏成,秦皇岛,6
4331,鹏成,锦州,6
4364,黄石,南庄,6
4429,黄骅,肇庆（新港）,6
4461,龙口,新会新港,6
4493,龙通,成都,6
28,三埠,淮安,5
43,三水,大连,5
68,三水,青岛,5
82,上海,宜昌,5
86,上海,岳阳,5
109,上海,贵港,5
218,乍浦,乐从,5
291,九江（江西）,绍兴,5
294,九江（江西）,锦州,5
322,云浮,黄骅,5
327,勒流,海口,5
343,北海,江阴,5
365,南京,小榄,5
399,南庄,九江（江西）,5
428,南庄,芜湖,5
464,南沙,太仓,5
557,厦门,南通,5
562,厦门,四会,5
656,台山,如皋,5
660,台山,徐州,5
726,唐山,台山,5
782,嘉兴,烟台,5
786,嘉兴,重庆,5
803,四会,洋浦港,5
864,大丰,营口,5
866,大丰,顺德新港,5
877,大连,南通,5
898,大连,池州,5
911,大连,茂名水东,5
931,太仓,三水,5
960,太仓,马尾,5
1014,宁德,小铲滩,5
1075,宁波,石龙,5
1157,宜宾,大连,5
1160,宜宾,宜兴,5
1186,宜宾,镇江,5
1199,宜昌,如皋,5
1239,宿迁,小榄,5
1241,宿迁,梧州（李家庄）,5
1249,宿迁,肇庆（三榕）,5
1256,宿迁,高明,5
1306,小塘西,连云港,5
1309,小塘西,长兴,5
1369,岳阳,南通,5
1390,岳阳,烟台,5
1467,广利港,梧州（李家庄）,5
1468,广利港,洋浦港,5
1477,广利港,高明,5
1526,张家港,营口,5
1534,张家港,顺德新港,5
1537,徐州,三埠,5
1579,德庆,宁德,5
1592,德庆,秦皇岛,5
1603,德清,烟台,5
1610,德清,马尾,5
1613,惠州,乍浦,5
1636,扬州,中山,5
1647,扬州,新会新港,5
1648,扬州,新港,5
1734,新港,庙沙围,5
1797,日照,三水,5
1798,日照,上海,5
1841,日照,珠海洪湾,5
1861,日照,顺乐,5
1867,日照,鹤山,5
1896,曹妃甸,漳州,5
1961,梧州（李家庄）,如皋,5
2011,武汉,北海,5
2050,武汉,石龙,5
2176,泉州,小榄,5
2183,泉州,新会新港,5
2200,泉州,石龙,5
2268,泰州,黄埔旧港,5
2335,海口,东莞海腾,5
2400,涪陵,张家港,5
2404,涪陵,海口,5
2442,淮安,钦州,5
2499,清远清新,曹妃甸,5
2529,湛江,南沙,5
2556,湛江,烟台,5
2558,湛江,秦皇岛,5
2636,漳州,镇江,5
2661,潍坊,泉州,5
2681,烟台,中山,5
2713,烟台,洋浦港,5
2726,烟台,肇庆（三榕）,5
2742,烟台,鹏成,5
2749,珠海洪湾,黄骅,5
2772,珠海（高栏）,烟台,5
2788,白坭,万州,5
2810,白坭,重庆,5
2822,盘锦,厦门,5
2839,盘锦,淮安,5
2860,石岛,钦州,5
2892,神湾,烟台,5
2911,福清,南通,5
2955,福清,锦州,5
3019,秦皇岛,江阴,5
3063,紫金村,合肥,5
3123,肇庆（三榕）,扬州,5
3177,芜湖,高明,5
3180,花都巴江,乍浦,5
3182,花都巴江,太仓,5
3238,茂名水东,虎门,5
3244,茂名水东,龙门,5
3251,荆州,南通,5
3294,荆州,阳江,5
3317,莱州,福清,5
3322,莱州,茂名水东,5
3475,董家口,湛江,5
3483,董家口,顺乐,5
3485,董家口,高明,5
3488,虎门,上海,5
3498,虎门,宿迁,5
3529,蚌埠,双水小冈,5
3583,贵港,长兴,5
3592,赤水,乍浦,5
3601,赤水,日照,5
3626,连云港,南庄,5
3656,连云港,白坭,5
3762,钦州,虎门,5
4011,长沙,小铲滩,5
4029,防城,扬州,5
4052,阳江,东洲,5
4077,青岛,三水,5
4105,青岛,新沙,5
4129,青岛,荆州,5
4159,顺乐,海口,5
4173,顺德新港,大连,5
4196,马尾,勒流,5
4225,马尾,连云港,5
4346,鹤山,防城,5
4368,黄石,泸州,5
4382,黄骅,九江（顺德）,5
4453,龙口,北海,5
4460,龙口,德庆,5
4491,龙通,小铲滩,5
22,三埠,扬州,4
37,三埠,青岛,4
57,三水,海安,4
69,上海,万州,4
96,上海,海口,4
115,上海,马鞍山,4
125,东莞海腾,新港,4
156,丹东,上海,4
162,丹东,南沙,4
176,丹东,徐州,4
178,丹东,成都,4
203,丹东,茂名水东,4
206,丹东,重庆,4
209,丹东,阳江,4
227,乍浦,小榄,4
235,乍浦,泉州,4
253,乐从,宁波,4
261,乐平,大连,4
280,九江（江西）,厦门,4
293,九江（江西）,重庆,4
306,云浮,安庆,4
321,云浮,防城,4
341,北海,新港,4
344,北海,泉州,4
392,南京,铁山,4
398,南庄,万州,4
426,南庄,福清,4
503,南通,烟台,4
511,南通,贵港,4
543,厦门,三水,4
583,厦门,武林,4
584,厦门,武汉,4
585,厦门,江阴,4
618,厦门,鸦岗,4
623,双水小冈,上海,4
633,双水小冈,常州,4
643,双水小冈,重庆,4
648,台山,乍浦,4
663,台山,江阴,4
670,台山,福清,4
714,唐山,东莞海腾,4
740,唐山,武林,4
839,塘源,广利港,4
852,外沙,烟台,4
874,大连,勒流,4
892,大连,扬州,4
909,大连,肇庆（新港）,4
937,太仓,台山,4
945,太仓,昆明,4
946,太仓,汕头,4
947,太仓,泉州,4
983,威海,台山,4
989,威海,洋浦港,4
1044,宁波,北海,4
1074,宁波,白坭,4
1084,宁波,赤水,4
1104,安吉,黄埔旧港,4
1130,宜兴,大连,4
1146,宜兴,阳江,4
1162,宜宾,宿迁,4
1175,宜宾,淮安,4
1220,宜昌,福清,4
1229,宜昌,黄埔旧港,4
1247,宿迁,白坭,4
1253,宿迁,阳江,4
1288,小塘,锦州,4
1294,小塘西,大连,4
1342,小铲滩,常州,4
1349,小铲滩,海安,4
1365,岳阳,三水,4
1388,岳阳,温州,4
1397,岳阳,黄埔旧港,4
1399,常州,中山,4
1408,常州,汕头,4
1411,常州,深圳（大铲湾）,4
1413,常州,烟台,4
1414,常州,珠海（高栏）,4
1435,常德,贵港,4
1437,常德,锦州,4
1458,常熟,钦州,4
1464,广利港,宁德,4
1476,广利港,钦州,4
1479,广利港,黄埔旧港,4
1484,张家口,云浮,4
1533,张家港,顺乐,4
1561,徐州,白坭,4
1568,徐州,赤水,4
1577,德庆,南通,4
1596,德清,中山,4
1629,惠州,郑州,4
1680,新会新港,泰州,4
1892,曹妃甸,泰州,4
1902,曹妃甸,虎门,4
1908,曹妃甸,顺德新港,4
1923,柳州武宣,合肥,4
1925,柳州武宣,嘉兴,4
1940,柳州武宣,龙口,4
1949,桂平新龙,青岛,4
1962,梧州（李家庄）,宁德,4
1986,梧州（李家庄）,芜湖,4
2028,武汉,小塘西,4
2038,武汉,武林,4
2061,武汉,长兴,4
2077,汕头,海口,4
2094,江门亚太,常州,4
2095,江门亚太,张家港,4
2096,江门亚太,扬州,4
2110,江阴,中山,4
2126,江阴,泉州,4
2133,江阴,福清,4
2192,泉州,海安,4
2202,泉州,肇庆（三榕）,4
2211,泉州,钦州,4
2212,泉州,铁山,4
2218,泉州,顺德新港,4
2276,泸州,南昌,4
2290,泸州,惠州,4
2319,洋浦港,成都,4
2328,洋浦港,防城,4
2329,洋浦港,鸦岗,4
2344,海口,大连,4
2361,海口,泰州,4
2365,海口,漳州,4
2375,海口,镇江,4
2388,海安,泉州,4
2389,海安,深圳（大铲湾）,4
2415,淮安,乐平,4
2430,淮安,汕头,4
2443,淮安,锦州,4
2446,淮安,顺乐,4
2447,淮安,顺德新港,4
2469,深圳（大铲湾）,泉州,4
2488,清远清新,合肥,4
2506,清远清新,温州,4
2521,温州,深圳（大铲湾）,4
2560,湛江,莱州,4
2573,湛江海安,宜兴,4
2592,漳州,台山,4
2599,漳州,宜兴,4
2624,漳州,神湾,4
2639,漳州,顺乐,4
2737,烟台,顺德新港,4
2748,珠海洪湾,防城,4
2814,白坭,黄骅,4
2821,盘锦,博罗,4
2847,盘锦,花都（炭步）,4
2856,石岛,南沙,4
2863,石龙,大连,4
2904,福清,乐平,4
2985,秦皇岛,九江（江西）,4
3001,秦皇岛,太仓,4
3045,秦皇岛,长沙,4
3061,紫金村,南通,4
3074,紫金村,徐州,4
3099,绍兴,唐山,4
3105,绍兴,虎门,4
3106,绍兴,重庆,4
3112,肇庆（三榕）,厦门,4
3118,肇庆（三榕）,安庆,4
3154,肇庆（新港）,长兴,4
3178,芜湖,鹤山,4
3210,花都（炭步）,海口,4
3240,茂名水东,锦州,4
3256,荆州,大丰,4
3259,荆州,宁德,4
3264,荆州,德庆,4
3275,荆州,淮安,4
3276,荆州,深圳（大铲湾）,4
3289,荆州,赤水,4
3290,荆州,连云港,4
3291,荆州,重庆,4
3303,莱州,北海,4
3307,莱州,四会永泰,4
3308,莱州,宁德,4
3313,莱州,泉州,4
3378,营口,常德,4
3456,营口,鹏成,4
3460,营口,龙口,4
3472,董家口,泉州,4
3486,董家口,鸦岗,4
3526,蚌埠,中山,4
3534,蚌埠,深圳（大铲湾）,4
3547,西宁,汕头,4
3569,贵港,泰州,4
3576,贵港,秦皇岛,4
3579,贵港,蚌埠,4
3585,贵港,马尾,4
3598,赤水,安庆,4
3602,赤水,曹妃甸,4
3608,赤水,温州,4
3609,赤水,烟台,4
3618,连云港,东江仓,4
3677,连云港,鱼珠,4
3688,重庆,九江（江西）,4
3699,重庆,新会新港,4
3706,重庆,温州,4
3725,钦州,厦门,4
3736,钦州,宿迁,4
3760,钦州,芜湖,4
3807,铁山,锦州,4
3819,铜陵,漳州,4
3870,锦州,宿迁,4
3878,锦州,常熟,4
3890,锦州,桂平新龙,4
3969,镇江,白坭,4
3984,长兴,小塘,4
3985,长兴,小塘西,4
3989,长兴,汕头,4
4003,长兴,钦州,4
4024,防城,太仓,4
4028,防城,张家港,4
4064,阳江,泉州,4
4088,青岛,南庄,4
4136,青岛,防城,4
4156,顺乐,曹妃甸,4
4187,顺德新港,锦州,4
4200,马尾,台山,4
4217,马尾,洋浦港,4
4221,马尾,湛江,4
4236,马鞍山,上海,4
4243,马鞍山,湛江,4
4271,高明,泉州,4
4288,鱼珠,厦门,4
4314,鸦岗,日照,4
4315,鸦岗,曹妃甸,4
4322,鸦岗,连云港,4
4350,黄埔旧港,太仓,4
4356,黄埔旧港,海口,4
4358,黄埔旧港,福清,4
4413,黄骅,洋浦港,4
4456,龙口,四会永泰,4
4472,龙口,福鼎,4
4476,龙口,重庆,4
4481,龙口,鸦岗,4
18,三埠,安庆,3
19,三埠,宜昌,3
40,三水,南京,3
51,三水,江阴,3
80,上海,大连,3
88,上海,惠州,3
111,上海,铜陵,3
114,上海,青岛,3
120,东江仓,宁波,3
184,丹东,武汉,3
216,乍浦,三水,3
226,乍浦,宁波,3
229,乍浦,惠州,3
266,乐平,武汉,3
269,乐平,荆州,3
275,九江（江西）,万州,3
289,九江（江西）,烟台,3
303,云浮,大连,3
334,北海,南昌,3
353,南京,万州,3
370,南京,武汉,3
386,南京,茂名水东,3
413,南庄,扬州,3
420,南庄,泰州,3
435,南庄,青岛,3
437,南庄,黄骅,3
477,南沙,连云港,3
484,南通,北海,3
614,厦门,顺乐,3
615,厦门,顺德新港,3
680,台山,马尾,3
685,合肥,大连,3
713,唐山,东江仓,3
750,唐山,漳州,3
756,唐山,福鼎,3
763,唐山,荆州,3
797,四会,安庆,3
838,塘源,寿光,3
843,塘源,泉州,3
844,塘源,烟台,3
845,塘源,营口,3
847,塘源,连云港,3
850,外沙,三水,3
880,大连,台山,3
919,大连,防城,3
929,太仓,万州,3
959,太仓,锦州,3
966,如皋,小铲滩,3
1003,宁德,三埠,3
1006,宁德,乐平,3
1018,宁德,梧州（李家庄）,3
1041,宁波,九江（顺德）,3
1078,宁波,花都巴江,3
1145,宜兴,锦州,3
1169,宜宾,汕头,3
1197,宜昌,大丰,3
1200,宜昌,宁德,3
1201,宜昌,宁波,3
1208,宜昌,惠州,3
1212,宜昌,泉州,3
1217,宜昌,深圳（大铲湾）,3
1254,宿迁,顺德新港,3
1263,寿光,新会新港,3
1265,寿光,泉州,3
1273,寿光,钦州,3
1278,小塘,唐山,3
1297,小塘西,常熟,3
1301,小塘西,海口,3
1311,小塘西,青岛,3
1319,小榄,洋浦港,3
1320,小榄,海口,3
1324,小榄,连云港,3
1331,小铲滩,九江（江西）,3
1377,岳阳,小铲滩,3
1432,常德,泉州,3
1470,广利港,深圳（大铲湾）,3
1473,广利港,白坭,3
1551,徐州,惠州,3
1563,徐州,福清,3
1574,德庆,上海,3
1576,德庆,南京,3
1583,德庆,新港,3
1602,德清,深圳（大铲湾）,3
1608,德清,重庆,3
1644,扬州,小榄,3
1803,日照,乐从,3
1807,日照,勒流,3
1837,日照,清远清新,3
1839,日照,湛江海安,3
1877,曹妃甸,三水,3
1893,曹妃甸,海口,3
1953,梧州（李家庄）,南通,3
1956,梧州（李家庄）,合肥,3
2031,武汉,常州,3
2051,武汉,福清,3
2093,江门亚太,安庆,3
2100,江门亚太,洋浦港,3
2119,江阴,小榄,3
2140,江阴,铁山,3
2142,江阴,青岛,3
2166,泉州,台山,3
2199,泉州,珠海（高栏）,3
2215,泉州,长沙,3
2226,泰州,三埠,3
2227,泰州,三水,3
2229,泰州,乐平,3
2263,泰州,阳江,3
2301,泸州,烟台,3
2357,海口,武汉,3
2369,海口,芜湖,3
2390,海安,珠海（高栏）,3
2396,涪陵,大连,3
2425,淮安,惠州,3
2440,淮安,贵港,3
2454,深圳（大铲湾）,合肥,3
2471,深圳（大铲湾）,洋浦港,3
2486,清远清新,南通,3
2523,温州,黄埔旧港,3
2525,湛江,中山,3
2585,漳州,勒流,3
2621,漳州,珠海（高栏）,3
2642,漳州,鹤山,3
2646,潍坊,三水,3
2647,潍坊,东江仓,3
2668,潍坊,肇庆（三榕）,3
2672,潍坊,重庆,3
2728,烟台,花都（炭步）,3
2745,珠海洪湾,新港,3
2760,珠海（高栏）,宜兴,3
2781,珠海（高栏）,铜陵,3
2791,白坭,大连,3
2801,白坭,泉州,3
2864,石龙,宁波,3
2894,神湾,营口,3
2922,福清,威海,3
2967,福鼎,南庄,3
2969,福鼎,小塘西,3
2970,福鼎,小铲滩,3
2977,福鼎,黄埔旧港,3
2997,秦皇岛,嘉兴,3
3000,秦皇岛,外沙,3
3010,秦皇岛,德庆,3
3014,秦皇岛,新沙,3
3044,秦皇岛,镇江,3
3070,紫金村,小铲滩,3
3071,紫金村,常州,3
3083,紫金村,淮安,3
3084,紫金村,温州,3
3103,绍兴,珠海（高栏）,3
3116,肇庆（三榕）,太仓,3
3134,肇庆（三榕）,福清,3
3145,肇庆（三榕）,马尾,3
3153,肇庆（新港）,锦州,3
3156,芜湖,中山,3
3161,芜湖,小铲滩,3
3191,花都巴江,海口,3
3205,花都（炭步）,小铲滩,3
3233,茂名水东,福清,3
3246,荆州,三水,3
3261,荆州,小塘,3
3262,荆州,小榄,3
3266,荆州,惠州,3
3328,莱州,马尾,3
3344,营口,勒流,3
3437,营口,赤水,3
3501,虎门,张家港,3
3502,虎门,扬州,3
3512,虎门,秦皇岛,3
3521,虎门,镇江,3
3524,虎门,青岛,3
3543,蚌埠,鹤山,3
3614,赤水,青岛,3
3619,连云港,东莞海腾,3
3705,重庆,深圳（大铲湾）,3
3779,铁山,南沙,3
3825,铜陵,钦州,3
3928,锦州,赤水,3
3950,镇江,乐平,3
3951,镇江,云浮,3
3960,镇江,新会新港,3
3975,镇江,贵港,3
3979,镇江,马尾,3
4021,防城,博罗,3
4023,防城,大连,3
4054,阳江,南通,3
4068,阳江,烟台,3
4130,青岛,虎门,3
4177,顺德新港,小铲滩,3
4182,顺德新港,海口,3
4205,马尾,如皋,3
4216,马尾,泰州,3
4227,马尾,钦州,3
4237,马鞍山,南庄,3
4241,马鞍山,武汉,3
4286,高明,黄骅,3
4290,鱼珠,外沙,3
4307,鱼珠,青岛,3
4310,鸦岗,宁波,3
4323,鸦岗,锦州,3
4450,龙口,三埠,3
4457,龙口,宁德,3
4471,龙口,福清,3
4480,龙口,马尾,3
0,万州,如皋,2
2,万州,江阴,2
11,三埠,南通,2
12,三埠,厦门,2
21,三埠,徐州,2
58,三水,淮安,2
65,三水,钦州,2
77,上海,台山,2
84,上海,小榄,2
87,上海,常熟,2
97,上海,涪陵,2
99,上海,湛江,2
100,上海,漳州,2
103,上海,石龙,2
108,上海,虎门,2
116,上海,高明,2
124,东洲,虎门,2
133,中山,嘉兴,2
140,中山,张家港,2
142,中山,日照,2
155,中山,青岛,2
157,丹东,东江仓,2
160,丹东,勒流,2
163,丹东,博罗,2
170,丹东,安庆,2
172,丹东,宜昌,2
174,丹东,小铲滩,2
181,丹东,昆明,2
182,丹东,梧州（李家庄）,2
183,丹东,武林,2
189,丹东,泸州,2
196,丹东,石龙,2
199,丹东,肇庆（三榕）,2
204,丹东,虎门,2
213,丹东,黄埔旧港,2
233,乍浦,梧州（李家庄）,2
249,乍浦,鱼珠,2
250,乍浦,鸦岗,2
259,乐平,乍浦,2
260,乐平,南通,2
276,九江（江西）,上海,2
295,九江（江西）,青岛,2
299,云浮,万州,2
332,北海,上海,2
336,北海,嘉兴,2
350,北海,蚌埠,2
359,南京,双水小冈,2
363,南京,宜宾,2
385,南京,肇庆（新港）,2
406,南庄,如皋,2
409,南庄,宜兴,2
411,南庄,徐州,2
416,南庄,曹妃甸,2
418,南庄,池州,2
430,南庄,蚌埠,2
449,南昌,泰州,2
465,南沙,威海,2
469,南沙,日照,2
471,南沙,泉州,2
478,南沙,钦州,2
482,南通,三水,2
483,南通,中山,2
486,南通,台山,2
494,南通,武林,2
502,南通,漳州,2
516,南通,阳江,2
519,南通,黄骅,2
522,博罗,合肥,2
551,厦门,云浮,2
552,厦门,勒流,2
561,厦门,嘉兴,2
568,厦门,宜宾,2
574,厦门,常熟,2
586,厦门,泰州,2
595,厦门,石龙,2
609,厦门,镇江,2
610,厦门,长沙,2
612,厦门,阳江,2
621,厦门,黄骅,2
630,双水小冈,如皋,2
649,台山,九江（江西）,2
652,台山,厦门,2
653,台山,合肥,2
665,台山,泰州,2
704,呼和浩特,宁波,2
712,唐山,上海,2
729,唐山,太仓,2
769,唐山,镇江,2
780,嘉兴,涪陵,2
783,嘉兴,珠海（高栏）,2
790,四会,南昌,2
816,四会永泰,安庆,2
818,四会永泰,张家港,2
830,四会永泰,锦州,2
833,四会永泰,黄骅,2
834,塘源,上海,2
857,大丰,台山,2
887,大连,小榄,2
889,大连,岳阳,2
902,大连,清远清新,2
904,大连,湛江,2
914,大连,贵港苏湾,2
921,大连,顺乐,2
924,大连,鱼珠,2
938,太仓,唐山,2
973,如皋,泸州,2
997,威海,贵港,2
1000,威海,高明,2
1001,威海,鸦岗,2
1012,宁德,大连,2
1020,宁德,泸州,2
1051,宁波,四会,2
1052,宁波,四会永泰,2
1062,宁波,曹妃甸,2
1103,安吉,锦州,2
1123,安庆,钦州,2
1144,宜兴,钦州,2
1150,宜宾,三埠,2
1158,宜宾,太仓,2
1173,宜宾,海口,2
1178,宜宾,珠海（高栏）,2
1181,宜宾,茂名水东,2
1203,宜昌,小塘,2
1218,宜昌,湛江海安,2
1223,宜昌,虎门,2
1226,宜昌,钦州,2
1228,宜昌,长兴,2
1233,宿迁,乐平,2
1234,宿迁,南沙,2
1243,宿迁,海口,2
1248,宿迁,福清,2
1260,寿光,博罗,2
1262,寿光,惠州,2
1267,寿光,海口,2
1268,寿光,深圳（大铲湾）,2
1269,寿光,湛江,2
1276,寿光,鱼珠,2
1289,小塘,防城,2
1291,小塘西,上海,2
1314,小榄,宁德,2
1327,小榄,黄骅,2
1332,小铲滩,南京,2
1371,岳阳,嘉兴,2
1379,岳阳,常熟,2
1383,岳阳,无锡,2
1394,岳阳,镇江,2
1403,常州,台山,2
1405,常州,小铲滩,2
1415,常州,秦皇岛,2
1416,常州,茂名水东,2
1421,常州,马尾,2
1424,常州,黄骅,2
1436,常德,钦州,2
1439,常熟,九江（江西）,2
1448,常熟,海口,2
1451,常熟,珠海（高栏）,2
1466,广利港,新会新港,2
1474,广利港,虎门,2
1475,广利港,贵港,2
1505,张家港,乐从,2
1506,张家港,南昌,2
1507,张家港,南沙,2
1514,张家港,新会新港,2
1524,张家港,福清,2
1529,张家港,铁山,2
1530,张家港,锦州,2
1535,张家港,高明,2
1538,徐州,三水,2
1541,徐州,南庄,2
1553,徐州,新港,2
1562,徐州,石龙,2
1575,德庆,乍浦,2
1599,德清,小榄,2
1601,德清,汕头,2
1606,德清,营口,2
1609,德清,锦州,2
1626,惠州,烟台,2
1634,扬州,三埠,2
1646,扬州,惠州,2
1649,扬州,汕头,2
1659,扬州,石龙,2
1661,扬州,肇庆（三榕）,2
1664,扬州,贵港,2
1666,扬州,钦州,2
1672,新会新港,唐山,2
1683,新会新港,烟台,2
1741,新港,昆明,2
1805,日照,九江（顺德）,2
1843,日照,白坭,2
1878,曹妃甸,上海,2
1883,曹妃甸,南京,2
1886,曹妃甸,厦门,2
1898,曹妃甸,福清,2
1921,柳州武宣,南京,2
1927,柳州武宣,宁波,2
1931,柳州武宣,江阴,2
1934,柳州武宣,温州,2
1946,桂平新龙,洋浦港,2
1964,梧州（李家庄）,宜兴,2
2002,武林,洋浦港,2
2025,武汉,威海,2
2026,武汉,宁德,2
2032,武汉,张家港,2
2046,武汉,湛江海安,2
2057,武汉,重庆,2
2066,武汉,马尾,2
2082,汕头,钦州,2
2086,汕头,青岛,2
2099,江门亚太,泰州,2
2103,江门亚太,芜湖,2
2109,江阴,三水,2
2112,江阴,乐从,2
2125,江阴,汕头,2
2132,江阴,珠海（高栏）,2
2137,江阴,贵港,2
2155,泉州,东江仓,2
2156,泉州,东洲,2
2161,泉州,南京,2
2168,泉州,嘉兴,2
2174,泉州,安庆,2
2186,泉州,桂平新龙,2
2187,泉州,武林,2
2190,泉州,泸州,2
2194,泉州,清远清新,2
2198,泉州,珠海洪湾,2
2207,泉州,虎门,2
2209,泉州,连云港,2
2222,泉州,鹏成,2
2231,泰州,南庄,2
2235,泰州,宁德,2
2237,泰州,小榄,2
2253,泰州,肇庆（新港）,2
2258,泰州,贵港,2
2278,泸州,台山,2
2281,泸州,四会,2
2289,泸州,张家港,2
2321,洋浦港,日照,2
2334,海口,东江仓,2
2337,海口,南昌,2
2345,海口,大麦屿,2
2354,海口,德清,2
2367,海口,珠海（高栏）,2
2380,海口,马尾,2
2386,海安,南庄,2
2391,海安,虎门,2
2395,涪陵,南通,2
2399,涪陵,小塘,2
2408,涪陵,虎门,2
2423,淮安,小铲滩,2
2427,淮安,昆明,2
2452,深圳（大铲湾）,南通,2
2463,深圳（大铲湾）,张家港,2
2464,深圳（大铲湾）,成都,2
2468,深圳（大铲湾）,江阴,2
2491,清远清新,太仓,2
2502,清远清新,泰州,2
2510,清远清新,芜湖,2
2514,清远清新,长兴,2
2571,湛江海安,南通,2
2575,湛江海安,日照,2
2580,漳州,东莞海腾,2
2581,漳州,中山,2
2590,漳州,博罗,2
2591,漳州,双水小冈,2
2610,漳州,梧州（李家庄）,2
2625,漳州,肇庆（三榕）,2
2637,漳州,阳江,2
2649,潍坊,北海,2
2653,潍坊,小塘西,2
2656,潍坊,庙沙围,2
2658,潍坊,新会新港,2
2659,潍坊,梧州（李家庄）,2
2667,潍坊,福鼎,2
2669,潍坊,茂名水东,2
2706,烟台,德清,2
2716,烟台,清远清新,2
2725,烟台,紫金村,2
2727,烟台,花都巴江,2
2746,珠海洪湾,烟台,2
2747,珠海洪湾,秦皇岛,2
2752,珠海（高栏）,南京,2
2777,珠海（高栏）,蚌埠,2
2797,白坭,扬州,2
2800,白坭,江阴,2
2805,白坭,福清,2
2816,盘锦,东江仓,2
2818,盘锦,九江（江西）,2
2823,盘锦,合肥,2
2826,盘锦,安庆,2
2861,石龙,万州,2
2865,石龙,小铲滩,2
2880,石龙,锦州,2
2885,神湾,大连,2
2888,神湾,小铲滩,2
2913,福清,双水小冈,2
2921,福清,如皋,2
2951,福清,虎门,2
2956,福清,阳江,2
2975,福鼎,营口,2
3006,秦皇岛,小榄,2
3008,秦皇岛,常州,2
3032,秦皇岛,神湾,2
3055,秦皇岛,黄石,2
3060,紫金村,南京,2
3064,紫金村,唐山,2
3081,紫金村,洋浦港,2
3131,肇庆（三榕）,海安,2
3132,肇庆（三榕）,淮安,2
3137,肇庆（三榕）,荆州,2
3139,肇庆（三榕）,蚌埠,2
3144,肇庆（三榕）,青岛,2
3146,肇庆（三榕）,黄骅,2
3148,肇庆（新港）,扬州,2
3155,肇庆（新港）,防城,2
3158,芜湖,南庄,2
3169,芜湖,石龙,2
3192,花都巴江,淮安,2
3194,花都巴江,福清,2
3217,花都（炭步）,青岛,2
3218,茂名水东,上海,2
3225,茂名水东,常州,2
3226,茂名水东,徐州,2
3230,茂名水东,温州,2
3248,荆州,中山,2
3249,荆州,云浮,2
3250,荆州,北海,2
3257,荆州,大连,2
3274,荆州,海安,2
3277,荆州,湛江,2
3292,荆州,钦州,2
3296,荆州,高明,2
3297,荆州,鹤山,2
3302,莱州,云浮,2
3315,莱州,珠海（高栏）,2
3380,营口,广浚东江口,2
3384,营口,德庆,2
3466,董家口,宁波,2
3470,董家口,新会新港,2
3477,董家口,福清,2
3478,董家口,肇庆（三榕）,2
3479,董家口,茂名水东,2
3480,董家口,重庆,2
3489,虎门,东洲,2
3493,虎门,外沙,2
3497,虎门,宁波,2
3500,虎门,常州,2
3507,虎门,泉州,2
3519,虎门,铁山,2
3535,蚌埠,珠海（高栏）,2
3572,贵港,淮安,2
3573,贵港,湛江,2
3588,赣州,小铲滩,2
3594,赤水,大连,2
3596,赤水,如皋,2
3613,赤水,锦州,2
3628,连云港,南鲲,2
3634,连云港,四会永泰,2
3640,连云港,岳阳,2
3642,连云港,惠州,2
3671,连云港,阳江,2
3674,连云港,顺德新港,2
3691,重庆,外沙,2
3702,重庆,汕头,2
3764,钦州,钦州,2
3772,钦州,龙口,2
3780,铁山,南通,2
3789,铁山,小铲滩,2
3801,铁山,福清,2
3822,铜陵,茂名水东,2
3827,铜陵,青岛,2
3830,铜陵,鱼珠,2
3842,锦州,勒流,2
3856,锦州,四会永泰,2
3873,锦州,小榄,2
3879,锦州,广浚东江口,2
3881,锦州,徐州,2
3956,镇江,大连,2
3976,镇江,钦州,2
3978,镇江,阳江,2
3983,长兴,塘源,2
3996,长兴,白坭,2
3998,长兴,神湾,2
4027,防城,安庆,2
4033,防城,汕头,2
4049,防城,龙口,2
4055,阳江,厦门,2
