,PORT_BEGIN,PORT_END,NUM_PORT
3140,青岛,石龙,8
3141,青岛,福清,132
3142,青岛,福鼎,1
3143,青岛,肇庆（三榕）,2
3144,青岛,茂名水东,7
3145,青岛,荆州,5
3146,青岛,虎门,3
3147,青岛,贵港,6
3148,青岛,赤水,27
3149,青岛,重庆,23
3150,青岛,钦州,6
3151,青岛,长沙,12
3152,青岛,阳江,10
3153,青岛,顺乐,3
3154,青岛,顺德新港,91
3155,青岛,马尾,15
3156,青岛,高明,65
3157,青岛,鱼珠,2
3158,青岛,鸦岗,10
3159,青岛,鹤山,2
3160,青岛,黄埔旧港,172
3161,青岛,龙通,62
3162,顺乐,唐山,32
3163,顺乐,大连,1
3164,顺乐,太仓,4
3165,顺乐,宁波,9
3166,顺乐,小铲滩,1
3167,顺乐,新港,25
3168,顺乐,曹妃甸,4
3169,顺乐,泰州,2
3170,顺乐,海口,3
3171,顺乐,烟台,2
3172,顺乐,秦皇岛,285
3173,顺乐,营口,82
3174,顺乐,连云港,28
3175,顺乐,锦州,9
3176,顺乐,防城,63
3177,顺乐,青岛,2
3178,顺德新港,合肥,39
3179,顺德新港,宁德,2
3180,顺德新港,宁波,1
3181,顺德新港,新港,10
3182,顺德新港,日照,1
3183,顺德新港,泉州,14
3184,顺德新港,洋浦港,12
3185,顺德新港,海口,3
3186,顺德新港,秦皇岛,42
3187,顺德新港,营口,74
3188,顺德新港,连云港,36
3189,顺德新港,防城,9
3190,顺德新港,马尾,21
3191,马尾,上海,1
3192,马尾,勒流,3
3193,马尾,南庄,5
3194,马尾,南通,2
3195,马尾,四会,1
3196,马尾,大连,1
3197,马尾,如皋,3
3198,马尾,威海,1
3199,马尾,小铲滩,26
3200,马尾,新会新港,1
3201,马尾,新港,6
3202,马尾,桂平新龙,6
3203,马尾,江阴,2
3204,马尾,泰州,3
3205,马尾,洋浦港,4
3206,马尾,海口,4
3207,马尾,湛江,2
3208,马尾,烟台,1
3209,马尾,营口,42
3210,马尾,连云港,5
3211,马尾,重庆,8
3212,马尾,锦州,1
3213,马尾,阳江,28
3214,马尾,鸦岗,1
3215,马尾,龙通,1
3216,马鞍山,三埠,6
3217,马鞍山,南庄,3
3218,马鞍山,新会新港,28
3219,马鞍山,深圳（大铲湾）,2
3220,马鞍山,珠海（高栏）,2
3221,马鞍山,营口,30
3222,马鞍山,虎门,8
3223,马鞍山,阳江,2
3224,马鞍山,马尾,6
3225,马鞍山,鹤山,19
3226,高明,万州,1
3227,高明,南京,5
3228,高明,南沙,1
3229,高明,南通,1
3230,高明,唐山,15
3231,高明,大连,1
3232,高明,宁波,44
3233,高明,小铲滩,10
3234,高明,徐州,1
3235,高明,新港,93
3236,高明,日照,32
3237,高明,江阴,1
3238,高明,洋浦港,7
3239,高明,海口,9
3240,高明,烟台,1
3241,高明,福清,1
3242,高明,秦皇岛,2
3243,高明,营口,131
3244,高明,连云港,35
3245,高明,重庆,2
3246,高明,锦州,90
3247,高明,防城,6
3248,高明,青岛,3
3249,高明,黄骅,1
3250,鱼珠,上海,1
3251,鱼珠,厦门,4
3252,鱼珠,唐山,93
3253,鱼珠,大连,1
3254,鱼珠,宁波,7
3255,鱼珠,小铲滩,7
3256,鱼珠,新港,112
3257,鱼珠,日照,2
3258,鱼珠,曹妃甸,44
3259,鱼珠,洋浦港,26
3260,鱼珠,海口,33
3261,鱼珠,烟台,3
3262,鱼珠,秦皇岛,24
3263,鱼珠,营口,151
3264,鱼珠,连云港,16
3265,鱼珠,钦州,6
3266,鱼珠,锦州,10
3267,鱼珠,防城,31
3268,鱼珠,黄骅,10
3269,鸦岗,南京,1
3270,鸦岗,宁波,3
3271,鸦岗,宜兴,1
3272,鸦岗,小铲滩,1
3273,鸦岗,新港,60
3274,鸦岗,日照,3
3275,鸦岗,曹妃甸,4
3276,鸦岗,泉州,1
3277,鸦岗,海口,10
3278,鸦岗,温州,1
3279,鸦岗,烟台,1
3280,鸦岗,营口,590
3281,鸦岗,连云港,1
3282,鸦岗,锦州,2
3283,鸦岗,黄骅,1
3284,鹏成,上海,11
3285,鹏成,成都,30
3286,鹏成,海口,7
3287,鹏成,重庆,42
3288,鹏成,锦州,6
3289,鹏成,镇江,44
3290,鹏成,青岛,121
3291,鹤山,宁波,2
3292,鹤山,新港,1
3293,鹤山,海口,1
3294,鹤山,连云港,1
3295,鹤山,防城,4
3296,黄埔旧港,上海,9
3297,黄埔旧港,南京,2
3298,黄埔旧港,南通,7
3299,黄埔旧港,太仓,4
3300,黄埔旧港,如皋,1
3301,黄埔旧港,张家港,2
3302,黄埔旧港,泰州,4
3303,黄埔旧港,洋浦港,9
3304,黄埔旧港,海口,4
3305,黄埔旧港,芜湖,11
3306,黄埔旧港,镇江,20
3307,黄石,南庄,6
3308,黄石,大连,8
3309,黄石,海口,15
3310,黄石,烟台,52
3311,黄石,营口,300
3312,黄石,赤水,2
3313,黄石,锦州,1
3314,黄骅,三埠,6
3315,黄骅,三水,51
3316,黄骅,上海,8
3317,黄骅,东江仓,6
3318,黄骅,中山,9
3319,黄骅,乌冲口,2
3320,黄骅,乐从,13
3321,黄骅,九江（顺德）,5
3322,黄骅,云浮,14
3323,黄骅,勒流,61
3324,黄骅,南庄,10
3325,黄骅,南昌,16
3326,黄骅,南沙,601
3327,黄骅,博罗,3
3328,黄骅,厦门,22
3329,黄骅,台山,36
3330,黄骅,嘉兴,1
3331,黄骅,四会永泰,11
3332,黄骅,太仓,29
3333,黄骅,宁德,27
3334,黄骅,宁波,23
3335,黄骅,安庆,2
3336,黄骅,小塘,9
3337,黄骅,小榄,9
3338,黄骅,小铲滩,1036
3339,黄骅,德清,1
3340,黄骅,惠州,1
3341,黄骅,新会新港,135
3342,黄骅,梧州（李家庄）,3
3343,黄骅,武林,3
3344,黄骅,汕头,22
3345,黄骅,泉州,78
3346,黄骅,洋浦港,4
3347,黄骅,海口,211
3348,黄骅,海安,1
3349,黄骅,深圳（大铲湾）,133
3350,黄骅,清远清新,101
3351,黄骅,温州,33
3352,黄骅,湛江,46
3353,黄骅,湛江海安,33
3354,黄骅,漳州,39
3355,黄骅,珠海洪湾,22
3356,黄骅,珠海（高栏）,40
3357,黄骅,白坭,30
3358,黄骅,石龙,18
3359,黄骅,福清,2
3360,黄骅,福鼎,1
3361,黄骅,肇庆（三榕）,89
3362,黄骅,肇庆（新港）,6
3363,黄骅,花都巴江,2
3364,黄骅,茂名水东,1
3365,黄骅,虎门,77
3366,黄骅,贵港,72
3367,黄骅,赤水,1
3368,黄骅,钦州,37
3369,黄骅,铁山,1
3370,黄骅,防城,2
3371,黄骅,阳江,6
3372,黄骅,顺乐,2
3373,黄骅,顺德新港,35
3374,黄骅,马尾,81
3375,黄骅,高明,36
3376,黄骅,鱼珠,3
3377,黄骅,鸦岗,9
3378,黄骅,鹤山,35
3379,黄骅,黄埔旧港,16
3380,黄骅,龙通,9
3381,龙口,三埠,3
3382,龙口,上海,14
3383,龙口,中山,2
3384,龙口,北海,5
3385,龙口,南沙,115
3386,龙口,厦门,23
3387,龙口,宁德,3
3388,龙口,宁波,8
3389,龙口,小铲滩,1
3390,龙口,德庆,5
3391,龙口,新会新港,6
3392,龙口,梧州（李家庄）,9
3393,龙口,汕头,16
3394,龙口,江阴,41
3395,龙口,泉州,142
3396,龙口,海口,30
3397,龙口,深圳（大铲湾）,13
3398,龙口,湛江,8
3399,龙口,漳州,34
3400,龙口,珠海洪湾,1
3401,龙口,福清,3
3402,龙口,福鼎,2
3403,龙口,茂名水东,2
3404,龙口,营口,100
3405,龙口,贵港,35
3406,龙口,重庆,4
3407,龙口,钦州,2
3408,龙口,顺乐,1
3409,龙口,顺德新港,77
3410,龙口,马尾,3
3411,龙口,鸦岗,2
3412,龙口,鹏成,2
3413,龙口,黄埔旧港,18
3414,龙口,龙通,8
3415,龙通,上海,4
3416,龙通,乍浦,58
3417,龙通,唐山,24
3418,龙通,大连,4
3419,龙通,宁波,41
3420,龙通,安庆,1
3421,龙通,小铲滩,4
3422,龙通,徐州,12
3423,龙通,成都,6
3424,龙通,新港,304
3425,龙通,日照,6
3426,龙通,曹妃甸,28
3427,龙通,洋浦港,25
3428,龙通,海口,344
3429,龙通,温州,1
3430,龙通,烟台,15
3431,龙通,秦皇岛,108
3432,龙通,营口,153
3433,龙通,连云港,12
3434,龙通,锦州,10
3435,龙通,青岛,7
3436,龙通,黄骅,30
3437,龙门,湛江,10
